critic_loss,policy_loss,steps,walltime
0.39077237,3.1650416e-05,159,4.9552388191223145
0.2273681,3.086526e-05,160,4.987938165664673
0.18558492,3.9635783e-05,161,5.022302627563477
0.3359832,2.6191465e-05,162,5.050904989242554
0.21381944,3.5252247e-05,163,5.07977819442749
0.23033576,1.7898685e-05,164,5.108305215835571
0.20177121,2.4412533e-05,165,5.142943382263184
0.26302022,2.470813e-05,166,5.171406507492065
0.28681785,2.0177407e-05,167,5.2025673389434814
0.40091878,1.9671983e-05,168,5.236564636230469
0.28180432,1.5916816e-05,169,5.267604112625122
0.26216882,1.5085207e-05,170,5.296325922012329
0.3662185,1.2442297e-05,171,5.327404499053955
0.20907003,1.61668e-05,172,5.36376166343689
0.3283811,1.5098047e-05,173,5.397804021835327
0.31372312,1.2659893e-05,174,5.429209232330322
0.26086408,9.713624e-06,175,5.465035676956177
0.2680656,1.0831411e-05,176,5.499234199523926
0.32498118,7.8829235e-06,177,5.525979518890381
0.31038824,7.040413e-06,178,5.554028511047363
0.28618348,5.9536715e-06,179,5.584209442138672
0.2697766,5.2307832e-06,180,5.618942737579346
0.29671308,4.5575816e-06,181,5.64989709854126
0.22829676,3.4092316e-06,182,5.68092155456543
0.33887708,2.5293825e-06,183,5.7126195430755615
0.2589765,1.5109455e-06,184,5.747783899307251
0.3400224,1.7510285e-06,185,5.776095151901245
0.35711178,1.041433e-06,186,5.804293632507324
0.3375683,7.672733e-07,187,5.835395574569702
0.26265866,6.610319e-07,188,5.867753982543945
0.22452277,7.148856e-07,189,5.897730350494385
0.27184135,8.772174e-07,190,5.927783489227295
0.29743913,1.3128601e-06,191,5.964767217636108
0.29712173,2.0689072e-06,192,5.995980978012085
0.31770632,2.5928327e-06,193,6.0240724086761475
0.3073292,4.3069567e-06,194,6.054891347885132
0.34859097,5.2478636e-06,195,6.088176488876343
0.32208815,7.846186e-06,196,6.117840766906738
0.31145036,1.0024927e-05,197,6.1478564739227295
0.35770673,1.4166006e-05,198,6.178073883056641
0.33606073,1.880603e-05,199,6.214038848876953
0.32515773,1.9370156e-05,200,6.243123531341553
0.4902314,2.4509225e-05,201,6.271580219268799
0.39826503,2.799746e-05,202,6.303269147872925
0.4785878,3.706138e-05,203,6.336486577987671
0.4744287,4.5614164e-05,204,6.3681042194366455
0.4173293,4.5388686e-05,205,6.3991944789886475
0.3892243,5.062986e-05,206,6.4347639083862305
0.37714684,7.865561e-05,207,6.467549562454224
0.43529773,7.375768e-05,208,6.498191833496094
0.46874452,8.145757e-05,209,6.528879880905151
0.44342977,9.8514865e-05,210,6.5619587898254395
0.4226017,9.469814e-05,211,6.590673446655273
0.5201308,0.00014948781,212,6.619534254074097
0.48582628,0.00013208567,213,6.6509459018707275
0.4195054,0.00013984679,214,6.686656475067139
0.39121205,0.00014729264,215,6.719539642333984
0.4003247,0.00020604463,216,6.7489519119262695
0.49056315,0.00019509043,217,6.77731466293335
0.4167424,0.00020918119,218,6.8096559047698975
0.45041287,0.00017331248,219,6.838690519332886
0.46404934,0.00025975387,220,6.868372917175293
0.46627572,0.00027251785,221,6.901399374008179
0.45441592,0.00027553976,222,6.932285785675049
0.46006125,0.0003062522,223,6.9664294719696045
0.40704173,0.00038518655,224,6.997552871704102
0.47931355,0.00043912168,225,7.0301289558410645
0.4515402,0.00038204648,226,7.057340383529663
0.4072459,0.0005302718,227,7.08560037612915
0.46005833,0.0004520149,228,7.115287780761719
0.37688717,0.00061233,229,7.147409439086914
0.3843462,0.0005488369,230,7.177490949630737
0.537388,0.00054035406,231,7.209595203399658
0.4151119,0.0006652361,232,7.242355823516846
0.43439114,0.00065805647,233,7.276205539703369
0.42692387,0.0007086138,234,7.306183815002441
0.43449306,0.00066451245,235,7.335413217544556
0.45387262,0.00087352045,236,7.370121717453003
0.50724924,0.0008254939,237,7.400639772415161
0.5048152,0.0007254429,238,7.429436922073364
0.5476943,0.00083952304,239,7.464568376541138
0.5010076,0.0009143756,240,7.498671770095825
0.46749705,0.0009832951,241,7.526468992233276
0.47183228,0.0008245586,242,7.55682635307312
0.5483701,0.0010824823,243,7.586383581161499
0.4710315,0.0012164033,244,7.618792295455933
0.4852636,0.0010314663,245,7.6493072509765625
0.52057356,0.0013684613,246,7.679694652557373
0.46597773,0.0015379558,247,7.713098526000977
0.43225515,0.0014410228,248,7.747174978256226
0.42103493,0.0018397768,249,7.774725675582886
0.45142013,0.0018424261,250,7.802381992340088
0.4766341,0.0016812354,251,7.833138942718506
